kind,hr,con,ra,dec,x,y,z,x2,y2,z2,size,r,g,b
star,1142,Tau,56.2188,24.1133,0.7586,-0.0888,0.6454,0.0000,0.0000,0.0000,377.7096,0.2529,0.2642,0.2884
star,1143,,55.7088,-37.3136,0.6571,0.7504,0.0719,0.0000,0.0000,0.0000,307.7216,0.1914,0.1757,0.1631
star,1145,Tau,56.3021,24.4672,0.7573,-0.0949,0.6462,0.0000,0.0000,0.0000,328.9713,0.1918,0.2004,0.2188
star,1148,Cam,57.5896,71.3322,0.2702,-0.7237,0.6350,0.0000,0.0000,0.0000,304.9004,0.1689,0.1747,0.1879
star,1149,Tau,56.4567,24.3678,0.7592,-0.0944,0.6439,0.0000,0.0000,0.0000,363.2102,0.2355,0.2453,0.2667
star,1155,,57.3800,65.5261,0.3489,-0.6651,0.6602,0.0000,0.0000,0.0000,316.3429,0.2023,0.1752,0.1524
star,1156,Tau,56.5817,23.9483,0.7628,-0.0887,0.6405,0.0000,0.0000,0.0000,338.1879,0.2045,0.2129,0.2312
star,1162,Eri,56.5354,-12.1017,0.8157,0.4574,0.3542,0.0000,0.0000,0.0000,320.0059,0.2070,0.1829,0.1630
star,1165,Tau,56.8713,24.1050,0.7644,-0.0931,0.6380,0.0000,0.0000,0.0000,457.2545,0.3719,0.3880,0.4227
star,1173,Eri,56.7121,-23.2497,0.7680,0.5981,0.2289,0.0000,0.0000,0.0000,334.3167,0.2242,0.2223,0.2259
star,1175,Ret,56.0500,-64.8069,0.3531,0.8981,-0.2623,0.0000,0.0000,0.0000,364.8867,0.2692,0.2488,0.2325
star,1178,Tau,57.2904,24.0533,0.7684,-0.0952,0.6329,0.0000,0.0000,0.0000,383.8469,0.2621,0.2734,0.2979
star,1190,,57.1496,-37.6206,0.6654,0.7445,0.0539,0.0000,0.0000,0.0000,297.9600,0.1596,0.1658,0.1795
star,1195,,57.3637,-36.2003,0.6795,0.7304,0.0688,0.0000,0.0000,0.0000,338.9675,0.2323,0.2188,0.2078
star,1203,Per,58.5329,31.8836,0.7243,-0.2245,0.6520,0.0000,0.0000,0.0000,459.3651,0.3899,0.4005,0.4266
star,1208,Hyi,56.8096,-74.2389,0.2273,0.9015,-0.3682,0.0000,0.0000,0.0000,419.9118,0.3565,0.3152,0.2812
star,1212,Eri,58.5729,-2.9547,0.8522,0.3124,0.4198,0.0000,0.0000,0.0000,293.8719,0.1746,0.1646,0.1565
star,1213,Eri,58.4275,-24.6125,0.7746,0.6022,0.1935,0.0000,0.0000,0.0000,303.4995,0.1627,0.1702,0.1862
star,1220,Per,59.4633,40.0103,0.6597,-0.3507,0.6647,0.0000,0.0000,0.0000,455.1537,0.3628,0.3808,0.4188
star,1228,Per,59.7413,35.7911,0.7006,-0.2908,0.6516,0.0000,0.0000,0.0000,349.2674,0.2208,0.2287,0.2466
star,1231,Eri,59.5075,-13.5086,0.8379,0.4543,0.3026,0.0000,0.0000,0.0000,448.9087,0.4074,0.3611,0.3232
star,1239,Tau,60.1700,12.4903,0.8470,0.0647,0.5277,0.0000,0.0000,0.0000,398.2521,0.2807,0.2934,0.3206
star,1240,Eri,59.9813,-24.0164,0.7909,0.5842,0.1821,0.0000,0.0000,0.0000,302.8015,0.1620,0.1694,0.1854
star,1247,Ret,59.6863,-61.4003,0.4132,0.8770,-0.2451,0.0000,0.0000,0.0000,309.8547,0.1941,0.1716,0.1531
star,1251,Tau,60.7892,5.9892,0.8681,0.1605,0.4698,0.0000,0.0000,0.0000,359.8803,0.2353,0.2434,0.2618
star,1256,Tau,61.1737,22.0819,0.8118,-0.0921,0.5766,0.0000,0.0000,0.0000,324.4577,0.2128,0.1979,0.1859
star,1261,Per,61.6458,50.3514,0.5615,-0.5039,0.6563,0.0000,0.0000,0.0000,329.7297,0.1972,0.2041,0.2198
star,1264,Ret,60.2242,-62.1594,0.4054,0.8774,-0.2566,0.0000,0.0000,0.0000,313.4426,0.1986,0.1752,0.1559
star,1266,Ret,60.3258,-61.0789,0.4202,0.8736,-0.2456,0.0000,0.0000,0.0000,281.9409,0.1607,0.1445,0.1315
star,1273,Per,62.1654,47.7125,0.5950,-0.4723,0.6503,0.0000,0.0000,0.0000,349.2674,0.2193,0.2278,0.2466
star,1298,Eri,62.9663,-6.8375,0.8844,0.3345,0.3255,0.0000,0.0000,0.0000,349.2674,0.2369,0.2382,0.2466
star,1302,Hor,62.7108,-41.9936,0.6605,0.7490,-0.0525,0.0000,0.0000,0.0000,284.5496,0.1572,0.1581,0.1637
star,1303,Per,63.7246,48.4094,0.5952,-0.4897,0.6371,0.0000,0.0000,0.0000,341.3171,0.2355,0.2218,0.2107
star,1306,Per,63.7221,40.4836,0.6820,-0.3831,0.6230,0.0000,0.0000,0.0000,299.3354,0.1811,0.1695,0.1601
star,1311,Tau,63.4850,9.2636,0.8831,0.0889,0.4606,0.0000,0.0000,0.0000,290.5080,0.1706,0.1634,0.1573
star,1318,Eri,63.5988,-10.2564,0.8814,0.3780,0.2833,0.0000,0.0000,0.0000,288.5081,0.1683,0.1549,0.1442
star,1320,Tau,63.8838,8.8922,0.8871,0.0915,0.4524,0.0000,0.0000,0.0000,329.7297,0.1944,0.2024,0.2198
star,1324,,64.5608,50.2956,0.5769,-0.5181,0.6315,0.0000,0.0000,0.0000,306.3078,0.1708,0.1765,0.1897
star,1325,Eri,63.8179,-7.6528,0.8894,0.3394,0.3062,0.0000,0.0000,0.0000,319.2699,0.2061,0.1969,0.1892
star,1326,Hor,63.5004,-42.2944,0.6620,0.7468,-0.0637,0.0000,0.0000,0.0000,364.0475,0.2679,0.2484,0.2327
star,1329,Tau,64.3150,20.5786,0.8437,-0.0923,0.5288,0.0000,0.0000,0.0000,283.8952,0.1535,0.1557,0.1629
star,1336,Ret,63.6062,-62.4739,0.4140,0.8659,-0.2806,0.0000,0.0000,0.0000,409.4096,0.3388,0.3205,0.3055
star,1338,Dor,64.0067,-51.4867,0.5597,0.8113,-0.1691,0.0000,0.0000,0.0000,332.7806,0.2132,0.2152,0.2239
star,1343,Per,65.1025,34.5667,0.7469,-0.3078,0.5894,0.0000,0.0000,0.0000,284.5496,0.1637,0.1543,0.1467
star,1346,Tau,64.9483,15.6275,0.8724,-0.0209,0.4883,0.0000,0.0000,0.0000,382.0833,0.2951,0.2768,0.2619
star,1347,Eri,64.4737,-33.7983,0.7499,0.6613,0.0204,0.0000,0.0000,0.0000,390.0839,0.2693,0.2815,0.3076
star,1348,Tau,65.0888,27.3508,0.8056,-0.2011,0.5573,0.0000,0.0000,0.0000,283.2422,0.1622,0.1496,0.1395
star,1350,Per,65.3883,46.4989,0.6258,-0.4741,0.6193,0.0000,0.0000,0.0000,289.8398,0.1510,0.1569,0.1698
star,1355,Ret,64.1204,-59.3019,0.4593,0.8518,-0.2519,0.0000,0.0000,0.0000,318.5356,0.2051,0.1906,0.1789
star,1373,Tau,65.7338,17.5425,0.8692,-0.0565,0.4911,0.0000,0.0000,0.0000,372.5272,0.2805,0.2634,0.2495
star,1380,Tau,66.0242,17.4439,0.8717,-0.0573,0.4867,0.0000,0.0000,0.0000,293.1960,0.1598,0.1637,0.1738
star,1387,Tau,66.3421,22.2939,0.8475,-0.1339,0.5136,0.0000,0.0000,0.0000,335.0873,0.2079,0.2133,0.2270
star,1389,Tau,66.3725,17.9281,0.8717,-0.0675,0.4854,0.0000,0.0000,0.0000,329.7297,0.1982,0.2047,0.2198
star,1392,Tau,66.5771,22.8136,0.8458,-0.1436,0.5138,0.0000,0.0000,0.0000,330.4898,0.2081,0.2110,0.2208
star,1393,Eri,66.0092,-34.0169,0.7573,0.6531,0.0007,0.0000,0.0000,0.0000,355.7607,0.2559,0.2287,0.2067
star,1394,Tau,66.5867,15.6183,0.8838,-0.0337,0.4667,0.0000,0.0000,0.0000,314.8894,0.1884,0.1913,0.2004
star,1396,Tau,66.6517,14.7136,0.8880,-0.0203,0.4594,0.0000,0.0000,0.0000,300.7170,0.1828,0.1716,0.1626
star,1407,Tau,67.1100,16.3597,0.8840,-0.0492,0.4650,0.0000,0.0000,0.0000,281.9409,0.1607,0.1485,0.1388
star,1409,Tau,67.1542,19.1803,0.8704,-0.0928,0.4835,0.0000,0.0000,0.0000,392.7878,0.3119,0.2919,0.2757
star,1411,Tau,67.1438,15.9622,0.8860,-0.0434,0.4617,0.0000,0.0000,0.0000,365.7278,0.2704,0.2547,0.2419
star,1412,Tau,67.1654,15.8708,0.8865,-0.0422,0.4608,0.0000,0.0000,0.0000,404.7231,0.3064,0.3131,0.3311
star,1427,,67.6404,16.1939,0.8881,-0.0509,0.4568,0.0000,0.0000,0.0000,294.5493,0.1619,0.1656,0.1754
star,1437,Eri,67.9696,-0.0439,0.9270,0.1938,0.3211,0.0000,0.0000,0.0000,285.8631,0.1652,0.1500,0.1377
star,1444,Tau,68.4621,14.8444,0.8991,-0.0368,0.4361,0.0000,0.0000,0.0000,303.4995,0.1750,0.1777,0.1862
star,1453,Eri,68.3775,-29.7667,0.8070,0.5903,0.0185,0.0000,0.0000,0.0000,313.4426,0.1986,0.1864,0.1766
star,1454,Per,69.1725,41.2647,0.7026,-0.4277,0.5688,0.0000,0.0000,0.0000,332.7806,0.2239,0.2051,0.1901
star,1457,Tau,68.9800,16.5092,0.8950,-0.0665,0.4411,0.0000,0.0000,0.0000,728.0447,1.0715,0.9538,0.8577
star,1458,Tau,68.9137,10.1608,0.9184,0.0312,0.3944,0.0000,0.0000,0.0000,332.7806,0.2071,0.2117,0.2239
star,1463,Eri,69.0796,-3.3525,0.9325,0.2337,0.2754,0.0000,0.0000,0.0000,358.2268,0.2235,0.2351,0.2594
star,1464,Eri,68.8875,-30.5622,0.8033,0.5956,0.0040,0.0000,0.0000,0.0000,367.4160,0.2729,0.2562,0.2427
star,1465,Dor,68.4992,-55.0450,0.5331,0.8107,-0.2421,0.0000,0.0000,0.0000,417.0211,0.3088,0.3224,0.3516
star,1473,Tau,69.5396,12.5108,0.9147,-0.0099,0.4041,0.0000,0.0000,0.0000,331.2516,0.2027,0.2082,0.2218
star,1479,Tau,69.8188,15.9181,0.9026,-0.0642,0.4256,0.0000,0.0000,0.0000,300.7170,0.1681,0.1722,0.1828
star,1481,Eri,69.5450,-14.3039,0.9079,0.3862,0.1630,0.0000,0.0000,0.0000,363.2102,0.2667,0.2475,0.2321
star,1496,Eri,70.1104,-19.6717,0.8855,0.4535,0.1012,0.0000,0.0000,0.0000,327.4598,0.2168,0.1918,0.1713
star,1497,Tau,70.5613,22.9569,0.8683,-0.1765,0.4636,0.0000,0.0000,0.0000,330.4898,0.1929,0.2018,0.2208
star,1502,Cae,70.1404,-41.8639,0.7004,0.7023,-0.1269,0.0000,0.0000,0.0000,317.8030,0.1967,0.1976,0.2042
star,1520,Eri,71.3754,-3.2547,0.9461,0.2129,0.2441,0.0000,0.0000,0.0000,350.8795,0.2167,0.2270,0.2489
star,1533,,72.4775,37.4883,0.7567,-0.3986,0.5182,0.0000,0.0000,0.0000,287.8446,0.1675,0.1504,0.1365
star,1542,Cam,73.5125,66.3428,0.3848,-0.7265,0.5694,0.0000,0.0000,0.0000,329.7297,0.1975,0.2043,0.2198
star,1543,Ori,72.4600,6.9614,0.9465,0.0502,0.3188,0.0000,0.0000,0.0000,424.7741,0.3648,0.3618,0.3648
star,1544,Ori,72.6529,8.9003,0.9430,0.0191,0.3322,0.0000,0.0000,0.0000,324.4577,0.1906,0.1974,0.2128
star,1551,Aur,73.1583,36.7031,0.7674,-0.3927,0.5069,0.0000,0.0000,0.0000,294.5493,0.1754,0.1579,0.1438
star,1552,Ori,72.8017,5.6050,0.9507,0.0678,0.3025,0.0000,0.0000,0.0000,378.5803,0.2514,0.2638,0.2897
star,1556,Ori,73.1333,14.2506,0.9275,-0.0662,0.3678,0.0000,0.0000,0.0000,297.2748,0.1786,0.1552,0.1355
star,1560,Eri,73.2237,-5.4528,0.9531,0.2294,0.1973,0.0000,0.0000,0.0000,322.2241,0.1973,0.2003,0.2099
star,1567,Ori,73.5629,2.4406,0.9583,0.1091,0.2643,0.0000,0.0000,0.0000,375.9742,0.2475,0.2599,0.2858
star,1568,Cam,74.3217,53.7522,0.5693,-0.6090,0.5523,0.0000,0.0000,0.0000,316.3429,0.1802,0.1871,0.2023
star,1570,Ori,73.7242,10.1508,0.9449,-0.0090,0.3272,0.0000,0.0000,0.0000,303.4995,0.1692,0.1742,0.1862
star,1577,Aur,74.2483,33.1661,0.8057,-0.3519,0.4765,0.0000,0.0000,0.0000,476.6044,0.4592,0.4091,0.3682
star,1580,Ori,74.0929,13.5144,0.9351,-0.0631,0.3488,0.0000,0.0000,0.0000,346.8630,0.2432,0.2244,0.2093
star,1592,Aur,74.8142,37.8903,0.7616,-0.4200,0.4935,0.0000,0.0000,0.0000,283.8952,0.1467,0.1516,0.1629
star,1601,Ori,74.6371,1.7142,0.9638,0.1107,0.2424,0.0000,0.0000,0.0000,316.3429,0.2023,0.1823,0.1661
star,1603,Cam,75.8546,60.4422,0.4783,-0.6835,0.5513,0.0000,0.0000,0.0000,350.0725,0.2477,0.2341,0.2229
star,1605,Aur,75.4921,43.8233,0.6985,-0.5004,0.5116,0.0000,0.0000,0.0000,444.7931,0.3999,0.3957,0.3902
star,1611,Eri,74.9825,-12.5375,0.9428,0.3163,0.1050,0.0000,0.0000,0.0000,293.8719,0.1645,0.1668,0.1746
star,1612,Aur,75.6196,41.0758,0.7302,-0.4668,0.4989,0.0000,0.0000,0.0000,373.3860,0.2818,0.2582,0.2393
star,1617,Eri,75.3596,-7.1739,0.9600,0.2362,0.1506,0.0000,0.0000,0.0000,292.5217,0.1496,0.1571,0.1730
star,1620,Tau,75.7738,21.5900,0.9013,-0.1977,0.3854,0.0000,0.0000,0.0000,304.1992,0.1724,0.1764,0.1871
star,1621,,75.3567,-20.0519,0.9089,0.4162,0.0270,0.0000,0.0000,0.0000,285.8631,0.1464,0.1523,0.1652
star,1638,Ori,76.1421,15.4042,0.9360,-0.1088,0.3347,0.0000,0.0000,0.0000,301.4103,0.1624,0.1691,0.1837
star,1641,Aur,76.6287,41.2344,0.7316,-0.4754,0.4886,0.0000,0.0000,0.0000,426.7348,0.3189,0.3348,0.3681
star,1652,Cae,76.1017,-35.4833,0.7904,0.5983,-0.1313,0.0000,0.0000,0.0000,310.5689,0.1950,0.1790,0.1662
star,1654,Lep,76.3654,-22.3711,0.8987,0.4385,-0.0092,0.0000,0.0000,0.0000,424.7741,0.3648,0.3269,0.2962
star,1666,Eri,76.9625,-5.0864,0.9704,0.1917,0.1469,0.0000,0.0000,0.0000,465.7555,0.4016,0.4122,0.4385
star,1674,Dor,76.3775,-57.4728,0.5226,0.7879,-0.3257,0.0000,0.0000,0.0000,298.6469,0.1803,0.1789,0.1767
star,1676,Ori,77.4250,15.5972,0.9401,-0.1225,0.3182,0.0000,0.0000,0.0000,291.8489,0.1649,0.1661,0.1722
star,1679,Eri,77.2867,-8.7542,0.9641,0.2425,0.1081,0.0000,0.0000,0.0000,331.2516,0.1918,0.2015,0.2218
star,1689,Aur,78.3571,38.4844,0.7667,-0.4521,0.4559,0.0000,0.0000,0.0000,289.1732,0.1564,0.1598,0.1690
star,1696,Lep,78.0746,-11.8692,0.9575,0.2805,0.0674,0.0000,0.0000,0.0000,317.8030,0.1793,0.1872,0.2042
star,1698,Ori,78.3229,2.8611,0.9781,0.0613,0.1990,0.0000,0.0000,0.0000,317.0721,0.2032,0.1868,0.1735
star,1702,Lep,78.2329,-16.2056,0.9401,0.3401,0.0241,0.0000,0.0000,0.0000,413.1978,0.3027,0.3162,0.3451
star,1705,Lep,78.3079,-12.9414,0.9544,0.2937,0.0539,0.0000,0.0000,0.0000,324.4577,0.1869,0.1952,0.2128
star,1708,Aur,79.1725,45.9981,0.6823,-0.5494,0.4823,0.0000,0.0000,0.0000,869.2767,1.5276,1.4630,1.4087
star,1713,Ori,78.6346,-8.2017,0.9704,0.2227,0.0937,0.0000,0.0000,0.0000,861.3071,1.3335,1.3852,1.4997
star,1726,Aur,79.5446,33.3717,0.8213,-0.3934,0.4132,0.0000,0.0000,0.0000,311.2849,0.1959,0.1786,0.1648
star,1729,Aur,79.7854,40.0992,0.7528,-0.4822,0.4480,0.0000,0.0000,0.0000,299.3354,0.1811,0.1771,0.1732
star,1735,Ori,79.4017,-6.8444,0.9759,0.1962,0.0951,0.0000,0.0000,0.0000,386.5076,0.2648,0.2766,0.3020
star,1739,Tau,79.8192,22.0964,0.9120,-0.2381,0.3341,0.0000,0.0000,0.0000,283.8952,0.1629,0.1538,0.1463
star,1743,Col,79.3713,-34.8953,0.8061,0.5683,-0.1650,0.0000,0.0000,0.0000,291.1776,0.1714,0.1606,0.1518
star,1744,Dor,78.4392,-67.1853,0.3799,0.8301,-0.4081,0.0000,0.0000,0.0000,291.1776,0.1714,0.1562,0.1439
star,1756,Lep,79.8937,-13.1767,0.9586,0.2834,0.0290,0.0000,0.0000,0.0000,329.7297,0.1877,0.1981,0.2198
star,1762,,80.1121,-21.2394,0.9182,0.3930,-0.0494,0.0000,0.0000,0.0000,299.3354,0.1605,0.1670,0.1811
star,1765,Ori,80.4404,-0.3825,0.9861,0.0913,0.1389,0.0000,0.0000,0.0000,297.9600,0.1557,0.1634,0.1795
star,1773,Aur,81.1633,37.3856,0.7851,-0.4576,0.4173,0.0000,0.0000,0.0000,280.6455,0.1592,0.1432,0.1303
star,1780,Tau,81.1058,17.3833,0.9429,-0.1801,0.2803,0.0000,0.0000,0.0000,280.6455,0.1592,0.1578,0.1557
star,1784,Ori,80.9867,-7.8081,0.9785,0.1964,0.0631,0.0000,0.0000,0.0000,341.3171,0.2355,0.2216,0.2102
star,1788,Ori,81.1192,-2.3969,0.9871,0.1153,0.1107,0.0000,0.0000,0.0000,408.4680,0.2927,0.3070,0.3373
star,1789,Ori,81.1867,1.8464,0.9877,0.0513,0.1479,0.0000,0.0000,0.0000,283.2422,0.1400,0.1472,0.1622
star,1790,Ori,81.2829,6.3497,0.9824,-0.0172,0.1861,0.0000,0.0000,0.0000,606.9571,0.6405,0.6743,0.7447
star,1791,Tau,81.5729,28.6075,0.8684,-0.3442,0.3569,0.0000,0.0000,0.0000,605.5612,0.6478,0.6777,0.7413
star,1810,Tau,81.9087,21.9369,0.9184,-0.2530,0.3043,0.0000,0.0000,0.0000,287.8446,0.1459,0.1528,0.1675
star,1811,Ori,81.7092,3.0956,0.9881,0.0279,0.1512,0.0000,0.0000,0.0000,307.7216,0.1649,0.1735,0.1914
star,1829,Lep,82.0613,-20.7594,0.9261,0.3703,-0.0719,0.0000,0.0000,0.0000,460.4241,0.4285,0.4095,0.3936
star,1834,Ori,82.4333,-1.0922,0.9911,0.0841,0.1030,0.0000,0.0000,0.0000,299.3354,0.1811,0.1608,0.1442
star,1839,Ori,82.6963,5.9481,0.9865,-0.0237,0.1618,0.0000,0.0000,0.0000,336.6340,0.1998,0.2092,0.2291
star,1843,Aur,83.1821,32.1919,0.8403,-0.4049,0.3605,0.0000,0.0000,0.0000,295.9089,0.1705,0.1713,0.1770
star,1845,Tau,83.0533,18.5944,0.9408,-0.2143,0.2625,0.0000,0.0000,0.0000,322.9669,0.2109,0.1810,0.1555
star,1852,Ori,83.0017,-0.2992,0.9925,0.0672,0.1017,0.0000,0.0000,0.0000,529.8562,0.4881,0.5139,0.5675
star,1855,Ori,82.9825,-7.3014,0.9845,0.1713,0.0384,0.0000,0.0000,0.0000,305.6033,0.1612,0.1702,0.1888
star,1862,Col,82.8029,-35.4706,0.8080,0.5500,-0.2114,0.0000,0.0000,0.0000,363.2102,0.2667,0.2463,0.2299
star,1865,Lep,83.1825,-17.8222,0.9453,0.3206,-0.0608,0.0000,0.0000,0.0000,488.8302,0.4499,0.4585,0.4831
star,1876,Ori,83.7050,9.4894,0.9804,-0.0856,0.1776,0.0000,0.0000,0.0000,320.7436,0.1808,0.1895,0.2080
star,1879,Ori,83.7846,9.9342,0.9792,-0.0930,0.1803,0.0000,0.0000,0.0000,391.8845,0.2689,0.2823,0.3105
star,1887,,83.7612,-6.0019,0.9886,0.1453,0.0388,0.0000,0.0000,0.0000,294.5493,0.1500,0.1583,0.1754
star,1892,Ori,83.8467,-4.8383,0.9907,0.1273,0.0481,0.0000,0.0000,0.0000,307.7216,0.1655,0.1739,0.1914
star,1899,Ori,83.8583,-5.9100,0.9890,0.1431,0.0382,0.0000,0.0000,0.0000,467.9054,0.3793,0.3999,0.4426
star,1903,Ori,84.0533,-1.2019,0.9944,0.0713,0.0780,0.0000,0.0000,0.0000,598.6294,0.6264,0.6581,0.7244
star,1907,Ori,84.2262,9.2906,0.9819,-0.0872,0.1682,0.0000,0.0000,0.0000,345.2694,0.2410,0.2270,0.2156
star,1910,Tau,84.4113,21.1425,0.9283,-0.2624,0.2636,0.0000,0.0000,0.0000,443.7701,0.3443,0.3616,0.3981
star,1922,Dor,83.4062,-62.4897,0.4589,0.7876,-0.4113,0.0000,0.0000,0.0000,372.5272,0.2805,0.2681,0.2577
star,1931,Ori,84.6867,-2.6000,0.9947,0.0865,0.0559,0.0000,0.0000,0.0000,368.2630,0.2349,0.2477,0.2742
star,1934,Ori,84.7963,4.1214,0.9933,-0.0150,0.1146,0.0000,0.0000,0.0000,309.1420,0.1694,0.1770,0.1932
star,1937,Ori,84.7212,-7.2131,0.9879,0.1546,0.0136,0.0000,0.0000,0.0000,293.1960,0.1591,0.1633,0.1738
star,1946,Tau,85.3238,16.5339,0.9555,-0.2037,0.2136,0.0000,0.0000,0.0000,289.1732,0.1477,0.1545,0.1690
star,1948,Ori,85.1896,-1.9428,0.9959,0.0722,0.0544,0.0000,0.0000,0.0000,552.2784,0.5313,0.5589,0.6166
star,1949,Ori,85.1900,-1.9428,0.9959,0.0722,0.0544,0.0000,0.0000,0.0000,335.8598,0.2280,0.2238,0.2195
star,1952,,85.2108,-1.1289,0.9963,0.0599,0.0614,0.0000,0.0000,0.0000,283.2422,0.1397,0.1470,0.1622
star,1956,Col,84.9121,-34.0742,0.8250,0.5181,-0.2256,0.0000,0.0000,0.0000,482.1232,0.4113,0.4300,0.4699
star,1963,Ori,85.6192,1.4747,0.9967,0.0173,0.0787,0.0000,0.0000,0.0000,285.8631,0.1652,0.1521,0.1416
star,1983,Lep,86.1158,-22.4483,0.9221,0.3596,-0.1430,0.0000,0.0000,0.0000,386.5076,0.3020,0.3017,0.2995
star,1995,Aur,87.2938,39.1811,0.7743,-0.5227,0.3568,0.0000,0.0000,0.0000,312.7217,0.1977,0.1864,0.1772
star,1998,Lep,86.7387,-14.8219,0.9652,0.2476,-0.0846,0.0000,0.0000,0.0000,390.9831,0.2814,0.2895,0.3090
star,2002,Tau,87.2542,24.5675,0.9084,-0.3339,0.2515,0.0000,0.0000,0.0000,289.1732,0.1690,0.1582,0.1494
star,2004,Ori,86.9392,-9.6697,0.9844,0.1711,-0.0414,0.0000,0.0000,0.0000,551.0082,0.5326,0.5587,0.6138
star,2010,Tau,87.3871,12.6511,0.9747,-0.1648,0.1509,0.0000,0.0000,0.0000,285.8631,0.1459,0.1520,0.1652
star,2011,Aur,87.7600,37.3056,0.7948,-0.5035,0.3388,0.0000,0.0000,0.0000,297.2748,0.1786,0.1580,0.1410
star,2012,Aur,87.8725,39.1486,0.7750,-0.5263,0.3498,0.0000,0.0000,0.0000,354.9425,0.2547,0.2354,0.2200
star,2015,Dor,86.1933,-65.7356,0.4100,0.7955,-0.4462,0.0000,0.0000,0.0000,325.2056,0.1991,0.2029,0.2138
star,2020,Pic,86.8212,-51.0664,0.6275,0.6847,-0.3708,0.0000,0.0000,0.0000,364.8867,0.2485,0.2542,0.2692
star,2029,Aur,88.7117,55.7069,0.5633,-0.7016,0.4364,0.0000,0.0000,0.0000,280.6455,0.1436,0.1483,0.1592
star,2034,Tau,88.3317,27.6122,0.8857,-0.3840,0.2608,0.0000,0.0000,0.0000,308.4310,0.1713,0.1778,0.1923
star,2035,Lep,87.8304,-20.8792,0.9337,0.3237,-0.1532,0.0000,0.0000,0.0000,368.2630,0.2742,0.2571,0.2433
star,2037,Ori,88.1100,1.8550,0.9989,-0.0108,0.0449,0.0000,0.0000,0.0000,294.5493,0.1754,0.1583,0.1445
star,2040,Col,87.7400,-35.7683,0.8108,0.5175,-0.2736,0.0000,0.0000,0.0000,431.6761,0.3767,0.3472,0.3235
star,2042,Pic,87.4571,-56.1667,0.5562,0.7247,-0.4066,0.0000,0.0000,0.0000,313.4426,0.1986,0.1841,0.1725
star,2047,Ori,88.5954,20.2761,0.9378,-0.2852,0.1982,0.0000,0.0000,0.0000,320.7436,0.2080,0.2044,0.2006
star,2056,Col,88.2787,-33.8014,0.8306,0.4897,-0.2651,0.0000,0.0000,0.0000,288.5081,0.1465,0.1535,0.1683
star,2061,Ori,88.7929,7.4069,0.9914,-0.0997,0.0843,0.0000,0.0000,0.0000,789.1472,1.2589,1.0927,0.9535
star,2077,Aur,89.8817,54.2847,0.5838,-0.6953,0.4192,0.0000,0.0000,0.0000,375.9742,0.2858,0.2677,0.2531
star,2084,Tau,89.4988,25.9539,0.8991,-0.3711,0.2321,0.0000,0.0000,0.0000,291.8489,0.1523,0.1586,0.1722
star,2085,Lep,89.1013,-14.1678,0.9695,0.2176,-0.1130,0.0000,0.0000,0.0000,376.8409,0.2757,0.2773,0.2871
star,2087,Col,88.8746,-37.1208,0.7972,0.5254,-0.2974,0.0000,0.0000,0.0000,281.9409,0.1607,0.1488,0.1393
star,2088,Aur,89.8821,44.9475,0.7078,-0.6048,0.3651,0.0000,0.0000,0.0000,571.6866,0.5938,0.6141,0.6607
star,2091,Aur,89.9838,45.9369,0.6954,-0.6158,0.3703,0.0000,0.0000,0.0000,332.0152,0.2228,0.1954,0.1727
star,2095,Aur,89.9304,37.2125,0.7964,-0.5179,0.3123,0.0000,0.0000,0.0000,484.3486,0.4180,0.4358,0.4742
star,2102,,88.5254,-63.0900,0.4524,0.7704,-0.4493,0.0000,0.0000,0.0000,303.4995,0.1862,0.1735,0.1633
star,2106,Col,89.3842,-35.2833,0.8163,0.4996,-0.2900,0.0000,0.0000,0.0000,324.4577,0.1844,0.1935,0.2128
star,2113,,90.0142,-3.0742,0.9986,0.0458,-0.0278,0.0000,0.0000,0.0000,312.0025,0.1968,0.1803,0.1671
star,2120,Col,89.7867,-42.8153,0.7335,0.5840,-0.3477,0.0000,0.0000,0.0000,355.7607,0.2559,0.2363,0.2206
star,2124,Ori,90.5958,9.6475,0.9858,-0.1489,0.0775,0.0000,0.0000,0.0000,342.8925,0.2190,0.2242,0.2377
star,2128,Mon,90.4600,-10.5981,0.9829,0.1536,-0.1015,0.0000,0.0000,0.0000,283.2422,0.1420,0.1484,0.1622
star,2134,Gem,91.0300,23.2633,0.9186,-0.3471,0.1893,0.0000,0.0000,0.0000,339.7489,0.2333,0.2230,0.2143
star,2135,Ori,90.9800,20.1383,0.9387,-0.3034,0.1636,0.0000,0.0000,0.0000,304.9004,0.1780,0.1801,0.1879
star,2148,Lep,91.2462,-16.4844,0.9587,0.2325,-0.1640,0.0000,0.0000,0.0000,284.5496,0.1535,0.1560,0.1637
star,2155,Lep,91.5387,-14.9353,0.9659,0.2076,-0.1550,0.0000,0.0000,0.0000,302.1051,0.1664,0.1719,0.1845
star,2159,Ori,91.8929,14.7683,0.9664,-0.2350,0.1039,0.0000,0.0000,0.0000,320.0059,0.1796,0.1885,0.2070
star,2198,Ori,93.0138,16.1306,0.9593,-0.2642,0.0998,0.0000,0.0000,0.0000,283.2422,0.1415,0.1481,0.1622
star,2199,Ori,92.9850,14.2089,0.9681,-0.2364,0.0831,0.0000,0.0000,0.0000,315.6153,0.1744,0.1831,0.2014
